SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3004G257600	Sobic.004G257600	Sb04g029620	PTHR22883:SF53 - PROTEIN S-ACYLTRANSFERASE 18 (1 of 1)
SORBI_3004G257800	Sobic.004G257800	Sb04g029635	similar to Putative chloride channel protein
SORBI_3004G258200	Sobic.004G258200	Sb04g029660	similar to OSJNBb0006N15.14 protein
SORBI_3004G258400	Sobic.004G258400	Sb04g029680	weakly similar to Putative nucleoid DNA-binding protein cnd41
SORBI_3004G258500	Sobic.004G258500	Sb04g029690	similar to Os02g0720400 protein
SORBI_3004G258600	Sobic.004G258600	Sb04g029700	similar to Protein phosphatase-like
SORBI_3004G258700	Sobic.004G258700	Sb04g029710	weakly similar to Bactericidal permeability-increasing protein-like
SORBI_3004G259000	Sobic.004G259000	Sb04g029730	similar to Chromosome chr19 scaffold_4, whole genome shotgun sequence
SORBI_3004G259200	Sobic.004G259200	Sb04g029750	similar to ADP,ATP carrier protein 1, mitochondrial precursor
SORBI_3004G259300	Sobic.004G259300	Sb04g029760	similar to Putative makorin RING finger protein
SORBI_3004G259700	Sobic.004G259700	Sb04g029810	similar to Putative 60S ribosomal protein L31
SORBI_3004G259900	Sobic.004G259900	Sb04g029830	similar to Os02g0717600 protein
SORBI_3004G260100	Sobic.004G260100	Sb04g029850	similar to Eukaryotic translation initiation factor 3 subunit (EIF-3)-like
SORBI_3004G260200	Sobic.004G260200	Sb04g029860	similar to Uncharacterized protein At2g42210.2
SORBI_3004G260400	Sobic.004G260400	Sb04g029880	similar to Putative uncharacterized protein OJ2056_H01.9
SORBI_3004G260500	Sobic.004G260500	Sb04g029890	similar to Peptide transporter-like
SORBI_3004G260600	Sobic.004G260600	Sb04g029900	similar to Fatty acid desaturase DES2
SORBI_3004G260800	Sobic.004G260800	Sb04g029920	similar to Delta-12 fatty acid desaturase
SORBI_3004G261300	Sobic.004G261300	Sb04g029950	similar to Putative NAD(P)-dependent cholesterol dehydrogenase
SORBI_3004G261400	Sobic.004G261400	Sb04g029960	similar to Putative cysteine proteinase
SORBI_3004G261500	Sobic.004G261500	Sb04g029970	similar to Ribose-phosphate pyrophosphokinase 4
SORBI_3004G261700	Sobic.004G261700	Sb04g029990	similar to DNA-binding protein-like
SORBI_3004G261800	Sobic.004G261800	Sb04g030000	similar to Os06g0326400 protein
SORBI_3004G262000	Sobic.004G262000	Sb04g030020	similar to Os02g0714000 protein
SORBI_3004G262100	Sobic.004G262100	Sb04g030030	similar to 3-hydroxy-3-methylglutaryl-coenzyme A reductase 1
SORBI_3004G262200	Sobic.004G262200	Sb04g030040	similar to DNA-binding protein-like
SORBI_3004G262300	Sobic.004G262300	Sb04g030050	similar to Thioredoxin reductase
SORBI_3004G262600	Sobic.004G262600	Sb04g030080	similar to Os02g0712500 protein
SORBI_3004G262700	Sobic.004G262700	Sb04g030100	PTHR22939:SF66 - PRO-APOPTOTIC SERINE PROTEASE NMA111 (1 of 1)
SORBI_3004G263100	Sobic.004G263100	Sb04g030135	PTHR11527//PTHR11527:SF144 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY (1 of 1)
SORBI_3004G263200	Sobic.004G263200	Sb04g030140	similar to Chromosome chr1 scaffold_5, whole genome shotgun sequence
SORBI_3004G263700	Sobic.004G263700	Sb04g030180	-
SORBI_3004G263800	Sobic.004G263800	Sb04g030190	similar to Chromosome chr19 scaffold_4, whole genome shotgun sequence
SORBI_3004G263900	Sobic.004G263900	Sb04g030200	similar to RRM-containing RNA-binding protein-like
SORBI_3004G264000	Sobic.004G264000	Sb04g030210	similar to Receptor protein kinase-like
SORBI_3004G264200	Sobic.004G264200	Sb04g030230	similar to Os02g0710300 protein
SORBI_3004G264400	Sobic.004G264400	Sb04g030250	similar to GTPase activating protein-like
SORBI_3004G264600	Sobic.004G264600	Sb04g030270	similar to Putative uncharacterized protein 49D11.2
SORBI_3004G264700	Sobic.004G264700	Sb04g030280	similar to ATP synthase delta chain
SORBI_3004G264800	Sobic.004G264800	Sb04g030290	similar to Putative uncharacterized protein OSJNBb0060O16.43
SORBI_3004G264900	Sobic.004G264900	Sb04g030300	similar to Os02g0709200 protein
SORBI_3004G265000	Sobic.004G265000	Sb04g030310	similar to Formate dehydrogenase 2, mitochondrial precursor
SORBI_3004G265200	Sobic.004G265200	Sb04g030330	similar to Putative exonuclease
SORBI_3004G265400	Sobic.004G265400	Sb04g030340	similar to Histone H2B.5
SORBI_3004G265600	Sobic.004G265600	Sb04g030360	similar to Similar to A. thaliana protein BAB01483 similar
SORBI_3004G265800	Sobic.004G265800	Sb04g030380	similar to Uridine kinase-like protein
SORBI_3004G265900	Sobic.004G265900	Sb04g030390	similar to Putative carbamoyl-phosphate synthetase small subunit
SORBI_3004G266200	Sobic.004G266200	Sb04g030420	similar to Dof zinc finger protein 12
SORBI_3004G266300	Sobic.004G266300	Sb04g030430	weakly similar to Chromosome chr14 scaffold_21, whole genome shotgun sequence
SORBI_3004G266600	Sobic.004G266600	Sb04g030460	PTHR10891//PTHR10891:SF613 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN (1 of 7)
SORBI_3004G266800	Sobic.004G266800	Sb04g030480	similar to Os02g0706600 protein
SORBI_3004G266900	Sobic.004G266900	Sb04g030490	similar to AAA-type ATPase-like
SORBI_3004G267000	Sobic.004G267000	Sb04g030510	similar to Putative myb-related protein
SORBI_3004G267300	Sobic.004G267300	Sb04g030520	PTHR22849//PTHR22849:SF27 - WDSAM1 PROTEIN (1 of 2)
SORBI_3004G267500	Sobic.004G267500	Sb04g030540	similar to Putative pathogen induced protein 2-4
SORBI_3004G267800	Sobic.004G267800	Sb04g030570	similar to Putative phenylcoumaran benzylic ether reductase PT1
SORBI_3004G268000	Sobic.004G268000	Sb04g030590	similar to Soluble inorganic pyrophosphatase
SORBI_3004G268100	Sobic.004G268100	Sb04g030600	similar to Os02g0704800 protein
SORBI_3004G268200	Sobic.004G268200	Sb04g030610	similar to Putative uncharacterized protein P0724B10.36
SORBI_3004G268300	Sobic.004G268300	Sb04g030620	similar to Os02g0704500 protein
SORBI_3004G268500	Sobic.004G268500	Sb04g030640	similar to 9-cis-epoxycarotenoid dioxygenase 2
SORBI_3004G268600	Sobic.004G268600	Sb04g030650	PF00892 - EamA-like transporter family (EamA) (1 of 60)
SORBI_3004G268700	Sobic.004G268700	Sb04g030660	similar to Abscisic acid 8'-hydroxylase 1
SORBI_3004G269000	Sobic.004G269000	Sb04g030690	similar to Os02g0702800 protein
SORBI_3004G269100	Sobic.004G269100	Sb04g030700	similar to Putative uncharacterized protein P0724B10.5
SORBI_3004G269400	Sobic.004G269400	Sb04g030720	similar to Putative pectin acetylesterase
SORBI_3004G269600	Sobic.004G269600	Sb04g030740	similar to Pentatricopeptide (PPR) repeat-containing protein-like
SORBI_3004G269800	Sobic.004G269800	Sb04g030760	similar to Gamma-tocopherol methyltransferase
SORBI_3004G269900	Sobic.004G269900	Sb04g030770	-
SORBI_3004G269900	Sobic.004G269900	Sb04g030770	PF08879//PF08880 - WRC (WRC)  // QLQ (QLQ) (1 of 8)
SORBI_3004G270000	Sobic.004G270000	Sb04g030780	similar to Coatomer subunit delta-3
SORBI_3004G270100	Sobic.004G270100	Sb04g030790	similar to Putative major intrinsic protein
SORBI_3004G270200	Sobic.004G270200	Sb04g030800	similar to Cyclin-dependent kinase F-4
SORBI_3004G270500	Sobic.004G270500	Sb04g030820	similar to Alternative oxidase
SORBI_3004G270600	Sobic.004G270600	Sb04g030830	similar to Os02g0700300 protein
SORBI_3004G270800	Sobic.004G270800	Sb04g030840	similar to OSJNBa0083N12.7 protein
SORBI_3004G270900	Sobic.004G270900	Sb04g030850	similar to OSJNBa0083N12.3 protein
SORBI_3004G271300	Sobic.004G271300	Sb04g030880	similar to DNA topoisomerase 2
SORBI_3004G271800	Sobic.004G271800	Sb04g030930	weakly similar to WRKY transcription factor 66
SORBI_3004G271900	Sobic.004G271900	Sb04g030940	similar to Membrane protein-like
SORBI_3004G272100	Sobic.004G272100	Sb04g030950	similar to Phosphoribulokinase, chloroplast precursor
SORBI_3004G272200	Sobic.004G272200	Sb04g030960	similar to Secretory carrier-associated membrane protein 5
SORBI_3004G272400	Sobic.004G272400	Sb04g030980	similar to 26S proteosome regulatory subunit-like
SORBI_3004G272500	Sobic.004G272500	Sb04g030990	similar to Tyrosine-specific protein phosphatase-like protein
SORBI_3004G272600	Sobic.004G272600	Sb04g031000	similar to Chromosome chr2 scaffold_11, whole genome shotgun sequence
SORBI_3004G272700	Sobic.004G272700	Sb04g031010	similar to 4-coumarate--CoA ligase 2
SORBI_3004G272800	Sobic.004G272800	Sb04g031020	similar to Chromosome chr19 scaffold_4, whole genome shotgun sequence
SORBI_3004G273000	Sobic.004G273000	Sb04g031030	similar to Myb family transcription factor-like
SORBI_3004G273100	Sobic.004G273100	Sb04g031040	PTHR10694:SF33 - TRANSCRIPTION FACTOR JUMONJI (JMJ) FAMILY PROTEIN / ZINC FINGER (C5HC2 TYPE) FAMILY PROTEIN (1 of 2)
SORBI_3004G273300	Sobic.004G273300	Sb04g031060	similar to Ubiquitin protein 1, isoform c
SORBI_3004G273400	Sobic.004G273400	Sb04g031070	similar to Isp4 protein-like
SORBI_3004G273500	Sobic.004G273500	Sb04g031080	similar to Isp4 protein-like
SORBI_3004G273550	Sobic.004G273550	Sb04g031090	similar to Os02g0695700 protein
SORBI_3004G273600	Sobic.004G273600	Sb04g031100	similar to H0215F08.15 protein
SORBI_3004G273800	Sobic.004G273800	Sb04g031110	similar to Myb-related protein Zm1
SORBI_3004G273900	Sobic.004G273900	Sb04g031120	similar to Class III peroxidase 70 precursor
SORBI_3004G274000	Sobic.004G274000	Sb04g031130	similar to Putative MAP kinase kinase
SORBI_3004G274100	Sobic.004G274100	Sb04g031140	similar to Putative uncharacterized protein B1053A04.5
SORBI_3004G274400	Sobic.004G274400	Sb04g031160	similar to GCN5-related N-acetyltransferase-like
SORBI_3004G274600	Sobic.004G274600	Sb04g031170	similar to MDR-like ABC transporter
SORBI_3004G274800	Sobic.004G274800	Sb04g031190	similar to OSIGBa0142I02-OSIGBa0101B20.14 protein
SORBI_3004G275000	Sobic.004G275000	Sb04g031210	similar to DnaJ protein-like
SORBI_3004G275200	Sobic.004G275200	Sb04g031230	similar to Putative zinc-binding protein
SORBI_3004G275400	Sobic.004G275400	Sb04g031240	similar to Zinc finger (C3HC4-type RING finger)-like
SORBI_3004G275600	Sobic.004G275600	Sb04g031260	similar to Chromosome chr2 scaffold_11, whole genome shotgun sequence
SORBI_3004G275700	Sobic.004G275700	Sb04g031270	similar to AP47/50p
SORBI_3004G275800	Sobic.004G275800	Sb04g031280	similar to Putative immediate-early fungal elicitor protein CMPG1
SORBI_3004G276500	Sobic.004G276500	Sb04g031340	similar to Chromosome chr15 scaffold_82, whole genome shotgun sequence
SORBI_3004G276600	Sobic.004G276600	Sb04g031350	-
SORBI_3004G276600	Sobic.004G276600	Sb04g031350	PF05703 - Auxin canalisation (Auxin_canalis) (1 of 8)
SORBI_3004G277000	Sobic.004G277000	Sb04g031400	-
SORBI_3004G277000	Sobic.004G277000	Sb04g031400	KOG3912 - Predicted integral membrane protein (1 of 1)
SORBI_3004G277200	Sobic.004G277200	Sb04g031420	similar to Putative cell division control protein CDC91
SORBI_3004G277300	Sobic.004G277300	Sb04g031430	similar to Os02g0688800 protein
SORBI_3004G277400	Sobic.004G277400	Sb04g031440	similar to Os02g0688500 protein
SORBI_3004G277501	Sobic.004G277501	Sb04g031450	PTHR31321:SF8 - PECTINESTERASE 8-RELATED (1 of 2)
SORBI_3004G278000	Sobic.004G278000	Sb04g031490	similar to S-ribonuclease binding protein SBP1-like
SORBI_3004G278650	Sobic.004G278650	Sb04g031544	PF03181 - BURP domain (BURP) (1 of 11)
SORBI_3004G279000	Sobic.004G279000	Sb04g031560	similar to Putative ring finger protein
SORBI_3004G279100	Sobic.004G279100	Sb04g031570	-
SORBI_3004G279100	Sobic.004G279100	Sb04g031570	PTHR24349:SF83 - CALCIUM-DEPENDENT PROTEIN KINASE 6 (1 of 2)
SORBI_3004G279300	Sobic.004G279300	Sb04g031590	similar to Putative late elongated hypocoty
SORBI_3004G279400	Sobic.004G279400	Sb04g031600	-
SORBI_3004G279400	Sobic.004G279400	Sb04g031600	PTHR22870:SF177 - F12P19.9 PROTEIN (1 of 2)
SORBI_3004G279601	Sobic.004G279601	Sb04g031620	similar to Histone H4
SORBI_3004G280200	Sobic.004G280200	Sb04g031680	PF06454 - Protein of unknown function (DUF1084) (DUF1084) (1 of 6)
SORBI_3004G280301	Sobic.004G280301	Sb04g031690	-
SORBI_3004G280301	Sobic.004G280301	Sb04g031690	PTHR22814:SF85 - METAL ION BINDING PROTEIN (1 of 1)
SORBI_3004G280500	Sobic.004G280500	Sb04g031710	similar to RAV-like B3 domain DNA binding protein-like
SORBI_3004G280700	Sobic.004G280700	Sb04g031720	similar to Mitochondrial import inner membrane translocase subunit Tim13
SORBI_3004G280800	Sobic.004G280800	Sb04g031730	similar to Anthocyanin biosynthetic gene regulator PAC1
SORBI_3004G280900	Sobic.004G280900	Sb04g031740	similar to Putative uncharacterized protein OJ1123_G04.7
SORBI_3004G281000	Sobic.004G281000	Sb04g031750	similar to MADS box protein
SORBI_3004G281200	Sobic.004G281200	Sb04g031770	similar to Scarecrow transcriptional regulator-like protein
SORBI_3004G281500	Sobic.004G281500	Sb04g031800	similar to Fringe-related protein-like
SORBI_3004G281600	Sobic.004G281600	Sb04g031805	similar to Mechanosensitive ion channel domain-containing protein-like
SORBI_3004G281700	Sobic.004G281700	Sb04g031810	similar to Os05g0569500 protein
SORBI_3004G281800	Sobic.004G281800	Sb04g031820	similar to Myb family transcription factor-like
SORBI_3004G282100	Sobic.004G282100	Sb04g031850	similar to Putative Ste24p
SORBI_3004G282400	Sobic.004G282400	Sb04g031870	similar to Rho GTPase activating protein 2
SORBI_3004G282500	Sobic.004G282500	Sb04g031880	similar to Pentatricopeptide (PPR) repeat-containing protein-like
SORBI_3004G282700	Sobic.004G282700	Sb04g031900	similar to DTDP-D-glucose 4,6-dehydratase-like
SORBI_3004G282800	Sobic.004G282800	Sb04g031910	similar to Os02g0678300 protein
SORBI_3004G282900	Sobic.004G282900	Sb04g031920	similar to SPX (SYG1/Pho81/XPR1) domain-containing protein-like
SORBI_3004G283000	Sobic.004G283000	Sb04g031930	similar to Os02g0677700 protein
SORBI_3004G283500	Sobic.004G283500	Sb04g031980	similar to Membrane protein-like
SORBI_3004G283600	Sobic.004G283600	Sb04g031990	similar to Membrane bound O-acyl transferase-like
SORBI_3004G283700	Sobic.004G283700	Sb04g032000	similar to F-box protein-like
SORBI_3004G283800	Sobic.004G283800	Sb04g032010	similar to Dehydration-responsive family protein-like
SORBI_3004G284400	Sobic.004G284400	Sb04g032040	similar to Dof zinc finger protein
SORBI_3004G284500	Sobic.004G284500	Sb04g032050	similar to OSIGBa0103M18.2 protein
SORBI_3004G284600	Sobic.004G284600	Sb04g032060	similar to Transcription factor-like
SORBI_3004G284700	Sobic.004G284700	Sb04g032070	similar to Aluminum-activated malate transporter-like
SORBI_3004G284800	Sobic.004G284800	Sb04g032080	similar to Putative MAP kinase
SORBI_3004G284900	Sobic.004G284900	Sb04g032090	PTHR11239:SF12 - DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC10 (1 of 1)
SORBI_3004G285000	Sobic.004G285000	Sb04g032100	similar to Probable N6-adenosine-methyltransferase MT-A70-like
SORBI_3004G285400	Sobic.004G285400	Sb04g032140	similar to INDETERMINATE-related protein 10
SORBI_3004G285600	Sobic.004G285600	Sb04g032150	-
SORBI_3004G285700	Sobic.004G285700	Sb04g032160	similar to Putative uncharacterized protein P0684A08.40
SORBI_3004G286000	Sobic.004G286000	Sb04g032190	similar to Os02g0670100 protein
SORBI_3004G286500	Sobic.004G286500	Sb04g032240	-
SORBI_3004G286500	Sobic.004G286500	Sb04g032240	PTHR22883:SF33 - PALMITOYLTRANSFERASE ZDHHC12-RELATED (1 of 1)
SORBI_3004G286600	Sobic.004G286600	Sb04g032250	similar to Dehydrin
SORBI_3004G286700	Sobic.004G286700	Sb04g032260	similar to Putative anter-specific proline-rich protein APG
SORBI_3004G287000	Sobic.004G287000	Sb04g032280	similar to Rho-GTPase-activating protein-like
SORBI_3004G287400	Sobic.004G287400	Sb04g032300	similar to Mechanosensitive ion channel domain-containing protein-like
SORBI_3004G287800	Sobic.004G287800	Sb04g032340	-
SORBI_3004G287900	Sobic.004G287900	Sb04g032350	similar to Os03g0159800 protein
SORBI_3004G288300	Sobic.004G288300	Sb04g032390	PTHR30618 - NCS1 FAMILY PURINE/PYRIMIDINE TRANSPORTER (1 of 1)
SORBI_3004G288500	Sobic.004G288500	Sb04g032410	similar to Cytochrome P450
SORBI_3004G288700	Sobic.004G288700	Sb04g032430	similar to Aquaporin PIP1-3/PIP1-4
SORBI_3004G289000	Sobic.004G289000	Sb04g032450	-
SORBI_3004G289000	Sobic.004G289000	Sb04g032450	PTHR27003:SF52 - U-BOX DOMAIN-CONTAINING PROTEIN 33 (1 of 4)
SORBI_3004G289100	Sobic.004G289100	Sb04g032460	PTHR10795//PTHR10795:SF435 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN (1 of 4)
SORBI_3004G289300	Sobic.004G289300	Sb04g032465	-
SORBI_3004G289400	Sobic.004G289400	Sb04g032470	PTHR24089:SF164 - MITOCHONDRIAL SUBSTRATE CARRIER FAMILY PROTEIN (1 of 1)
SORBI_3004G290000	Sobic.004G290000	Sb04g032510	similar to Putative tripeptidyl peptidase II
SORBI_3004G290400	Sobic.004G290400	Sb04g032540	similar to Pentatricopeptide (PPR) repeat-containing protein-like
SORBI_3004G290500	Sobic.004G290500	Sb04g032550	similar to Actin-depolymerizing factor 1
SORBI_3004G290900	Sobic.004G290900	Sb04g032580	PTHR11662//PTHR11662:SF302 - SODIUM-DEPENDENT PHOSPHATE TRANSPORTERS (1 of 3)
SORBI_3004G291700	Sobic.004G291700	Sb04g032625	PF08241 - Methyltransferase domain (Methyltransf_11) (1 of 48)
SORBI_3004G292001	Sobic.004G292001	Sb04g032640	similar to RCc3 protein
SORBI_3004G292800	Sobic.004G292800	Sb04g032670	similar to RCc3 protein
SORBI_3004G292900	Sobic.004G292900	Sb04g032680	similar to RCc3 protein
SORBI_3004G293300	Sobic.004G293300	Sb04g032720	PF04640 - PLATZ transcription factor (PLATZ) (1 of 17)
SORBI_3004G293400	Sobic.004G293400	Sb04g032730	similar to Putative uncharacterized protein P0708H12.37
SORBI_3004G293500	Sobic.004G293500	Sb04g032740	similar to Trehalose-6-phosphate phosphatase
SORBI_3004G293700	Sobic.004G293700	Sb04g032760	similar to Peroxisomal protein PEX19-like
SORBI_3004G293800	Sobic.004G293800	Sb04g032770	PF03061 - Thioesterase superfamily (4HBT) (1 of 16)
SORBI_3004G294100	Sobic.004G294100	Sb04g032800	similar to Zinc finger protein-like
SORBI_3004G294300	Sobic.004G294300	Sb04g032820	similar to Expansin-B11 precursor
SORBI_3004G294400	Sobic.004G294400	Sb04g032830	similar to Expansin-B11 precursor
SORBI_3004G294500	Sobic.004G294500	Sb04g032840	similar to Expansin-B15 precursor
SORBI_3004G294600	Sobic.004G294600	Sb04g032850	weakly similar to Putative uncharacterized protein P0635G10.18
SORBI_3004G294800	Sobic.004G294800	Sb04g032870	similar to Putative uncharacterized protein OJ1112_F09.24
SORBI_3004G294900	Sobic.004G294900	Sb04g032880	similar to Os02g0658300 protein
SORBI_3004G295000	Sobic.004G295000	Sb04g032890	similar to OSIGBa0122F23.10 protein
SORBI_3004G295100	Sobic.004G295100	Sb04g032900	similar to Probable aquaporin TIP2-1
SORBI_3004G295200	Sobic.004G295200	Sb04g032910	PF05703 - Auxin canalisation (Auxin_canalis) (1 of 8)
SORBI_3004G295300	Sobic.004G295300	Sb04g032920	similar to Putative uncharacterized protein W1110ERIPDM
SORBI_3004G295400	Sobic.004G295400	Sb04g032930	similar to Acetylglutamate kinase-like protein
SORBI_3004G295500	Sobic.004G295500	Sb04g032940	similar to Putative AP2 domain containing protein
SORBI_3004G295700	Sobic.004G295700	Sb04g032960	weakly similar to TmCBF7
SORBI_3004G295800	Sobic.004G295800	Sb04g032970	similar to DnaJ-like protein
SORBI_3004G295900	Sobic.004G295900	Sb04g032980	similar to Anaphase-promoting complex subunit 8-like protein
SORBI_3004G296000	Sobic.004G296000	Sb04g032990	similar to Os02g0656200 protein
SORBI_3004G296100	Sobic.004G296100	Sb04g033000	weakly similar to Os02g0656100 protein
SORBI_3004G296200	Sobic.004G296200	Sb04g033010	similar to Putative uncharacterized protein C825ERIPDK
SORBI_3004G296300	Sobic.004G296300	Sb04g033020	similar to Amino acid permease-like
SORBI_3004G296400	Sobic.004G296400	Sb04g033040	similar to Amino acid permease-like
