HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
Vitvi18g00320	VIT_18s0001g03760
Vitvi18g00321	VIT_18s0001g03790
Vitvi18g00322	VIT_18s0001g03820
Vitvi18g00325	VIT_18s0001g03850
Vitvi18g00326	VIT_18s0001g03910
Vitvi18g00328	VIT_18s0001g03950
Vitvi18g00329	VIT_18s0001g03960
Vitvi18g00330	VIT_18s0001g03990
Vitvi18g00331	VIT_18s0001g04040
Vitvi18g00333	VIT_18s0001g04100
Vitvi18g00334	VIT_18s0001g04140
Vitvi18g00335	VIT_18s0001g04150
Vitvi18g00336	VIT_18s0001g04160
Vitvi18g00337	VIT_18s0001g04180
Vitvi18g00338	VIT_18s0001g04190
Vitvi18g00339	VIT_18s0001g04270
Vitvi18g00341	VIT_18s0001g04340
Vitvi18g00342	VIT_18s0001g04380
Vitvi18g00343	VIT_18s0001g04400
Vitvi18g00344	VIT_18s0001g04420
Vitvi18g00345	VIT_18s0001g04440
Vitvi18g00346	VIT_18s0001g04470
Vitvi18g00347	VIT_18s0001g04500
Vitvi18g00348	VIT_18s0001g04540
Vitvi18g00349	VIT_18s0001g04580
Vitvi18g00350	VIT_18s0001g04590
Vitvi18g00351	VIT_18s0001g04600
Vitvi18g00352	VIT_18s0001g04610
Vitvi18g00353	VIT_18s0001g04630
Vitvi18g00355	VIT_18s0001g04680
Vitvi18g00356	VIT_18s0001g04730
Vitvi18g00358	VIT_18s0001g04760
Vitvi18g00359	VIT_18s0001g04770
Vitvi18g00360	VIT_18s0001g04790
Vitvi18g00361	VIT_18s0001g04810
Vitvi18g00362	VIT_18s0001g04860
Vitvi18g00363	VIT_18s0001g04890
Vitvi18g00365	VIT_18s0001g04910
Vitvi18g00367	VIT_18s0001g04970
Vitvi18g00368	VIT_18s0001g04980
Vitvi18g00371	VIT_18s0001g05040
Vitvi18g00372	VIT_18s0001g05080
Vitvi18g00373	VIT_18s0001g05110
Vitvi18g00374	VIT_18s0001g05130
Vitvi18g00375	VIT_18s0001g05160
Vitvi18g00376	VIT_18s0001g05180
Vitvi18g00378	VIT_18s0001g05220
Vitvi18g00381	VIT_18s0001g05250
Vitvi18g00382	VIT_18s0001g05270
Vitvi18g00384	VIT_18s0001g05300
Vitvi18g00386	VIT_18s0001g05310
Vitvi18g00387	VIT_18s0001g05340
Vitvi18g00388	VIT_18s0001g05370
Vitvi18g00390	VIT_18s0001g05380
Vitvi18g00391	VIT_18s0001g05400
Vitvi18g00392	VIT_18s0001g05420
Vitvi18g00393	VIT_18s0001g05440
Vitvi18g00394	VIT_18s0001g05480
Vitvi18g00395	VIT_18s0001g05530
Vitvi18g00396	VIT_18s0001g05550
Vitvi18g00397	VIT_18s0001g05570
Vitvi18g00398	VIT_18s0001g05580
Vitvi18g00401	VIT_18s0001g05600
Vitvi18g00402	VIT_18s0001g05620
Vitvi18g00406	VIT_18s0001g05670
Vitvi18g00407	VIT_18s0001g05680
Vitvi18g00408	VIT_18s0001g05690
Vitvi18g00409	VIT_18s0001g05720
Vitvi18g00410	VIT_18s0001g05730
Vitvi18g00411	VIT_18s0001g05740
Vitvi18g00412	VIT_18s0001g05780
Vitvi18g00413	VIT_18s0001g05790
Vitvi18g00414	VIT_18s0001g05800
Vitvi18g00416	VIT_18s0001g05840
Vitvi18g00417	VIT_18s0001g05860
Vitvi18g00421	VIT_18s0001g05910
Vitvi18g00422	VIT_18s0001g05950
Vitvi18g00424	VIT_18s0001g06020
Vitvi18g00425	VIT_18s0001g06030
Vitvi18g00427	VIT_18s0001g06090
Vitvi18g00430	VIT_18s0001g06120
Vitvi18g00431	VIT_18s0001g06140
Vitvi18g00432	VIT_18s0001g06150
Vitvi18g00433	VIT_18s0001g06180
Vitvi18g00434	VIT_18s0001g06200
Vitvi18g00435	VIT_18s0001g06220
Vitvi18g00436	VIT_18s0001g06250
Vitvi18g00437	VIT_18s0001g06270
Vitvi18g00438	VIT_18s0001g06290
Vitvi18g00439	VIT_18s0001g06300
Vitvi18g00440	VIT_18s0001g06310
Vitvi18g00441	VIT_18s0001g06320
Vitvi18g00442	VIT_18s0001g06330
Vitvi18g00443	VIT_18s0001g06350
Vitvi18g00444	VIT_18s0001g06360
Vitvi18g00445	VIT_18s0001g06370
Vitvi18g00446	VIT_18s0001g06390
Vitvi18g00447	VIT_18s0001g06410
Vitvi18g00448	VIT_18s0001g06430
Vitvi18g00449	VIT_18s0001g06460
Vitvi18g00452	VIT_18s0001g06500
Vitvi18g00454	VIT_18s0001g06520
Vitvi18g00456	VIT_18s0001g06590
Vitvi18g00457	VIT_18s0001g06600
Vitvi18g00462	VIT_18s0001g06640
Vitvi18g00463	VIT_18s0001g06650
Vitvi18g00464	VIT_18s0001g06670
Vitvi18g00466	VIT_18s0001g06690
Vitvi18g00467	VIT_18s0001g06710
Vitvi18g00469	VIT_18s0001g06760
Vitvi18g00470	VIT_18s0001g06790
Vitvi18g00472	VIT_18s0001g06820
Vitvi18g00473	VIT_18s0001g06840
Vitvi18g00476	VIT_18s0001g06890
Vitvi18g00480	VIT_18s0001g06940
Vitvi18g00482	VIT_18s0001g06950
Vitvi18g00483	VIT_18s0001g06970
Vitvi18g00485	VIT_18s0001g07000
Vitvi18g00486	VIT_18s0001g07020
Vitvi18g00487	VIT_18s0001g07070
Vitvi18g00488	VIT_18s0001g07080
Vitvi18g00489	VIT_18s0001g07090
Vitvi18g00490	VIT_18s0001g07100
Vitvi18g00491	VIT_18s0001g07120
Vitvi18g00492	VIT_18s0001g07130
Vitvi18g00493	VIT_18s0001g07140
Vitvi18g00494	VIT_18s0001g07150
Vitvi18g00496	VIT_18s0001g07170
Vitvi18g00498	VIT_18s0001g07200
Vitvi18g00499	VIT_18s0001g07220
Vitvi18g00500	VIT_18s0001g07230
Vitvi18g00501	VIT_18s0001g07260
Vitvi18g00504	VIT_18s0001g07280
Vitvi18g00505	VIT_18s0001g07290
Vitvi18g00506	VIT_18s0001g07300
Vitvi18g00507	VIT_18s0001g07310
Vitvi18g00508	VIT_18s0001g07320
Vitvi18g00509	VIT_18s0001g07330
Vitvi18g00510	VIT_18s0001g07340
Vitvi18g00511	VIT_18s0001g07370
Vitvi18g00512	VIT_18s0001g07400
Vitvi18g00513	VIT_18s0001g07410
Vitvi18g00514	VIT_18s0001g07430
Vitvi18g00515	VIT_18s0001g07440
Vitvi18g00516	VIT_18s0001g07450
Vitvi18g00518	VIT_18s0001g07490
Vitvi18g00520	VIT_18s0001g07550
Vitvi18g00523	VIT_18s0001g07590
Vitvi18g00524	VIT_18s0001g07600
Vitvi18g00525	VIT_18s0001g07610
Vitvi18g00528	VIT_18s0001g07630
Vitvi18g00529	VIT_18s0001g07640
Vitvi18g00530	VIT_18s0001g07650
Vitvi18g00531	VIT_18s0001g07670
Vitvi18g00532	VIT_18s0001g07680
Vitvi18g00533	VIT_18s0001g07690
Vitvi18g00534	VIT_18s0001g07700
Vitvi18g00535	VIT_18s0001g07710
Vitvi18g00537	VIT_18s0001g07720
Vitvi18g00538	VIT_18s0001g07730
Vitvi18g00539	VIT_18s0001g07740
Vitvi18g00540	VIT_18s0001g07750
Vitvi18g00541	VIT_18s0001g07760
Vitvi18g00542	VIT_18s0001g07770
Vitvi18g00543	VIT_18s0001g07780
Vitvi18g00544	VIT_18s0001g07800
Vitvi18g00546	VIT_18s0001g07810
Vitvi18g00547	VIT_18s0001g07830
Vitvi18g00548	VIT_18s0001g07840
Vitvi18g00549	VIT_18s0001g07850
Vitvi18g00550	VIT_18s0001g07860
Vitvi18g00551	VIT_18s0001g07870
Vitvi18g00552	VIT_18s0001g07890
Vitvi18g00553	VIT_18s0001g07900
Vitvi18g00556	VIT_18s0001g07920
Vitvi18g00557	VIT_18s0001g07930
Vitvi18g00558	VIT_18s0001g07940
Vitvi18g00560	VIT_18s0001g07960
Vitvi18g00561	VIT_18s0001g07980
Vitvi18g00565	VIT_18s0001g08020
Vitvi18g00566	VIT_18s0001g08030
Vitvi18g00567	VIT_18s0001g08040
Vitvi18g00571	VIT_18s0001g08090
Vitvi18g00572	VIT_18s0001g08100
Vitvi18g00573	VIT_18s0001g08110
Vitvi18g00574	VIT_18s0001g08120
Vitvi18g00577	VIT_18s0001g08150
Vitvi18g00580	VIT_18s0001g08180
Vitvi18g00583	VIT_18s0001g08200
Vitvi18g00587	VIT_18s0001g08230
Vitvi18g00589	VIT_18s0001g08240
Vitvi18g00590	VIT_18s0001g08250
Vitvi18g00591	VIT_18s0001g08260
Vitvi18g00593	VIT_18s0001g08270
Vitvi18g00594	VIT_18s0001g08280
Vitvi18g00595	VIT_18s0001g08290
Vitvi18g00596	VIT_18s0001g08300
Vitvi18g00597	VIT_18s0001g08310
Vitvi18g00598	VIT_18s0001g08320
Vitvi18g00599	VIT_18s0001g08330
Vitvi18g00600	VIT_18s0001g08360
Vitvi18g00601	VIT_18s0001g08370
Vitvi18g00602	VIT_18s0001g08380
Vitvi18g00603	VIT_18s0001g08410
Vitvi18g00604	VIT_18s0001g08420
Vitvi18g00605	VIT_18s0001g08470
Vitvi18g00606	VIT_18s0001g08490
Vitvi18g00607	VIT_18s0001g08500
Vitvi18g00608	VIT_00s1923g00010
Vitvi18g00609	VIT_18s0001g08520
Vitvi18g00610	VIT_18s0001g08530
Vitvi18g00611	VIT_18s0001g08540
Vitvi18g00612	VIT_18s0001g08550
Vitvi18g00614	VIT_18s0001g08560
Vitvi18g00615	VIT_18s0001g08570
Vitvi18g00616	VIT_18s0001g08580
Vitvi18g00617	VIT_18s0001g08600
Vitvi18g00618	VIT_18s0001g08610
Vitvi18g00619	VIT_18s0001g08620
Vitvi18g00621	VIT_18s0001g08630
Vitvi18g00622	VIT_18s0001g08640
Vitvi18g00623	VIT_18s0001g08650
Vitvi18g00624	VIT_18s0001g08680
Vitvi18g00626	VIT_18s0001g08700
Vitvi18g00628	VIT_18s0001g08710
Vitvi18g00632	VIT_18s0001g08720
Vitvi18g00634	VIT_18s0001g08750
Vitvi18g00635	VIT_18s0001g08760
Vitvi18g00636	VIT_18s0001g08770
Vitvi18g00637	VIT_18s0001g08780
Vitvi18g00638	VIT_18s0001g08790
Vitvi18g00639	VIT_18s0001g08800
Vitvi18g00641	VIT_18s0001g08830
Vitvi18g00642	VIT_18s0001g08840
Vitvi18g00643	VIT_18s0001g08850
Vitvi18g00644	VIT_18s0001g08860
Vitvi18g00645	VIT_18s0001g08890
Vitvi18g00646	VIT_18s0001g08960
Vitvi18g00647	VIT_18s0001g08980
Vitvi18g00651	VIT_18s0001g09010
Vitvi18g00652	VIT_18s0001g09020
Vitvi18g00653	VIT_18s0001g09030
Vitvi18g00654	VIT_18s0001g09040
Vitvi18g00655	VIT_18s0001g09050
Vitvi18g00656	VIT_18s0001g09060
Vitvi18g00657	VIT_18s0001g09070
Vitvi18g00658	VIT_18s0001g09080
Vitvi18g00659	VIT_18s0001g09090
Vitvi18g00660	VIT_18s0001g09100
Vitvi18g00661	VIT_18s0001g09110
Vitvi18g00664	VIT_18s0001g09120
Vitvi18g00666	VIT_18s0001g09130
Vitvi18g00667	VIT_18s0001g09140
Vitvi18g00668	VIT_18s0001g09150
Vitvi18g00670	VIT_18s0001g09170
Vitvi18g00671	VIT_18s0001g09190
Vitvi18g00672	VIT_18s0001g09200
Vitvi18g00673	VIT_18s0001g09210
Vitvi18g00674	VIT_18s0001g09220
Vitvi18g00675	VIT_18s0001g09230
Vitvi18g00677	VIT_18s0001g09250
Vitvi18g00678	VIT_18s0001g09260
Vitvi18g00679	VIT_18s0001g09300
Vitvi18g00680	VIT_18s0001g09310
Vitvi18g00681	VIT_18s0001g09320
Vitvi18g00683	VIT_18s0001g09360
Vitvi18g00684	VIT_18s0001g09370
Vitvi18g00685	VIT_18s0001g09380
Vitvi18g00686	VIT_18s0001g09390
Vitvi18g00687	VIT_18s0001g09400
Vitvi18g00688	VIT_18s0001g09420
Vitvi18g00689	VIT_18s0001g09430
Vitvi18g00690	VIT_18s0001g09450
Vitvi18g00691	VIT_18s0001g09460
Vitvi18g00693	VIT_18s0001g09470
Vitvi18g00694	VIT_18s0001g09480
Vitvi18g00695	VIT_18s0001g09490
Vitvi18g00697	VIT_18s0001g09520
Vitvi18g00699	VIT_18s0001g09530
Vitvi18g00700	VIT_18s0001g09540
Vitvi18g00706	VIT_18s0001g09570
Vitvi18g00707	VIT_18s0001g09580
Vitvi18g00708	VIT_18s0001g09590
Vitvi18g00711	VIT_18s0001g09600
Vitvi18g00716	VIT_18s0001g09650
Vitvi18g00717	VIT_18s0001g09660
Vitvi18g00718	VIT_18s0001g09670
Vitvi18g00719	VIT_18s0001g09690
Vitvi18g00720	VIT_18s0001g09700
Vitvi18g00721	VIT_18s0001g09710
Vitvi18g00722	VIT_18s0001g09810
Vitvi18g00725	VIT_18s0001g09850
Vitvi18g00727	VIT_18s0001g09870
Vitvi18g00728	VIT_18s0001g09880
Vitvi18g00729	VIT_18s0001g09890
Vitvi18g00730	VIT_18s0001g09910
Vitvi18g00731	VIT_18s0001g09920
Vitvi18g00732	VIT_18s0001g09930
Vitvi18g00734	VIT_18s0001g09940
Vitvi18g00736	VIT_18s0001g09960
Vitvi18g00737	VIT_18s0001g09970
Vitvi18g00739	VIT_18s0001g09980
Vitvi18g00740	VIT_18s0001g09990
Vitvi18g00742	VIT_18s0001g10030
Vitvi18g00743	VIT_18s0001g10040
Vitvi18g00747	VIT_18s0001g10070
Vitvi18g00748	VIT_18s0001g10080
Vitvi18g00749	VIT_18s0001g10090
Vitvi18g00752	VIT_07s0031g00160
Vitvi18g00753	VIT_18s0001g10110
Vitvi18g00754	VIT_18s0001g10120
Vitvi18g00755	VIT_18s0001g10130
Vitvi18g00757	VIT_18s0001g10160
Vitvi18g00758	VIT_18s0001g10170
Vitvi18g00759	VIT_18s0001g10180
Vitvi18g00761	VIT_18s0001g10250
Vitvi18g00762	VIT_18s0001g10260
Vitvi18g00763	VIT_18s0001g10270
Vitvi18g00764	VIT_18s0001g10280
Vitvi18g00765	VIT_18s0001g10290
Vitvi18g00766	VIT_18s0001g10300
Vitvi18g00768	VIT_18s0001g10310
Vitvi18g00769	VIT_18s0001g10320
Vitvi18g00770	VIT_18s0001g10330
Vitvi18g00772	VIT_18s0001g10340
Vitvi18g00773	VIT_18s0001g10350
Vitvi18g00775	VIT_18s0001g10360
Vitvi18g00776	VIT_18s0001g10370
Vitvi18g00777	VIT_18s0001g10380
Vitvi18g00778	VIT_18s0001g10390
Vitvi18g00779	VIT_18s0001g10400
Vitvi18g00780	VIT_18s0001g10410
Vitvi18g00781	VIT_18s0001g10420
Vitvi18g00782	VIT_18s0001g10430
Vitvi18g00783	VIT_18s0001g10440
Vitvi18g00784	VIT_18s0001g10450
Vitvi18g00785	VIT_18s0001g10460
Vitvi18g00788	VIT_18s0001g10470
Vitvi18g00789	VIT_18s0001g10480
Vitvi18g00790	VIT_18s0001g10490
Vitvi18g00792	VIT_18s0001g10500
Vitvi18g00793	VIT_18s0001g10510
Vitvi18g00794	VIT_18s0001g10520
Vitvi18g00795	VIT_18s0001g10530
Vitvi18g00796	VIT_18s0001g10540
Vitvi18g00797	VIT_18s0001g10560
Vitvi18g00799	VIT_18s0001g10590
Vitvi18g00802	VIT_18s0001g10600
Vitvi18g00804	VIT_18s0001g10680
Vitvi18g00806	VIT_18s0001g10700
Vitvi18g00807	VIT_18s0001g10710
Vitvi18g00808	VIT_18s0001g10720
Vitvi18g00809	VIT_18s0001g10730
Vitvi18g00810	VIT_18s0001g10740
Vitvi18g00811	VIT_18s0001g10750
Vitvi18g00812	VIT_18s0001g10770
Vitvi18g00813	VIT_18s0001g10780
Vitvi18g00815	VIT_18s0001g10800
Vitvi18g00816	VIT_18s0001g10810
Vitvi18g00817	VIT_18s0001g10820
Vitvi18g00821	VIT_18s0001g10880
Vitvi18g00825	VIT_18s0001g10930
Vitvi18g00828	VIT_18s0001g11030
Vitvi18g00830	VIT_18s0001g11040
Vitvi18g00831	VIT_18s0001g11050
Vitvi18g00832	VIT_18s0001g11060
Vitvi18g00833	VIT_18s0001g11070
Vitvi18g00834	VIT_18s0001g11080
Vitvi18g00835	VIT_18s0001g11090
Vitvi18g00836	VIT_18s0001g11100
Vitvi18g00837	VIT_18s0001g11110
Vitvi18g00838	VIT_18s0001g11120
Vitvi18g00839	VIT_18s0001g11130
Vitvi18g00840	VIT_18s0001g11150
Vitvi18g00842	VIT_18s0001g11160
Vitvi18g00843	VIT_18s0001g11170
Vitvi18g00844	VIT_18s0001g11190
Vitvi18g00847	VIT_18s0001g11220
Vitvi18g00848	VIT_18s0001g11230
Vitvi18g00849	VIT_18s0001g11240
Vitvi18g00850	VIT_18s0001g11250
Vitvi18g00851	VIT_18s0001g11260
Vitvi18g00852	VIT_18s0001g11270
Vitvi18g00855	VIT_18s0001g11280
Vitvi18g00856	VIT_18s0001g11290
Vitvi18g00857	VIT_18s0001g11300
Vitvi18g00858	VIT_18s0001g11310
Vitvi18g00863	VIT_18s0001g11350
Vitvi18g00866	VIT_18s0001g11360
Vitvi18g00867	VIT_18s0001g11370
Vitvi18g00868	VIT_18s0001g11380
Vitvi18g00869	VIT_18s0001g11390
Vitvi18g00870	VIT_18s0001g11400
Vitvi18g00876	VIT_18s0001g11560
Vitvi18g00878	VIT_18s0001g11570
Vitvi18g00879	VIT_18s0001g11580
Vitvi18g00881	VIT_18s0001g11590
Vitvi18g00882	VIT_18s0001g11600
Vitvi18g00885	VIT_18s0001g11620
Vitvi18g00886	VIT_18s0001g11630
Vitvi18g00887	VIT_18s0001g11640
Vitvi18g00888	VIT_18s0001g11650
Vitvi18g00890	VIT_18s0001g11660
Vitvi18g00892	VIT_18s0001g11690
Vitvi18g00893	VIT_18s0001g11700
Vitvi18g00894	VIT_18s0001g11710
Vitvi18g00896	VIT_18s0001g11720
Vitvi18g00897	VIT_18s0001g11740
Vitvi18g00898	VIT_18s0001g11750
Vitvi18g00899	VIT_18s0001g11760
Vitvi18g00900	VIT_18s0001g11770
Vitvi18g00901	VIT_18s0001g11790
Vitvi18g00903	VIT_18s0001g11820
Vitvi18g00905	VIT_18s0001g11830
Vitvi18g00908	VIT_18s0001g11850
Vitvi18g00909	VIT_18s0001g11860
Vitvi18g00910	VIT_18s0001g11870
Vitvi18g00912	VIT_18s0001g11890
Vitvi18g00913	VIT_18s0001g11900
Vitvi18g00915	VIT_18s0001g11910
Vitvi18g00917	VIT_18s0001g11930
Vitvi18g00918	VIT_18s0001g11940
Vitvi18g00919	VIT_18s0001g11970
Vitvi18g00920	VIT_18s0001g11990
Vitvi18g00922	VIT_18s0001g12000
Vitvi18g00923	VIT_18s0001g12010
Vitvi18g00924	VIT_18s0001g12020
Vitvi18g00925	VIT_18s0001g12030
Vitvi18g00927	VIT_18s0001g12080
Vitvi18g00928	VIT_18s0001g12090
Vitvi18g00929	VIT_18s0001g12100
Vitvi18g00930	VIT_18s0001g12120
Vitvi18g00931	VIT_18s0001g12130
Vitvi18g00933	VIT_18s0001g12160
Vitvi18g00935	VIT_18s0001g12220
Vitvi18g00936	VIT_18s0001g12230
Vitvi18g00937	VIT_18s0001g12240
Vitvi18g00938	VIT_18s0001g12250
Vitvi18g00940	VIT_18s0001g12260
Vitvi18g00941	VIT_18s0001g12270
Vitvi18g00942	VIT_18s0001g12280
Vitvi18g00943	VIT_18s0001g12290
Vitvi18g00944	VIT_18s0001g12300
Vitvi18g00946	VIT_18s0001g12310
Vitvi18g00947	VIT_18s0001g12320
Vitvi18g00948	VIT_18s0001g12340
Vitvi18g00949	VIT_18s0001g12350
Vitvi18g00953	VIT_18s0001g12370
Vitvi18g00954	VIT_18s0001g12380
Vitvi18g00955	VIT_18s0001g12390
Vitvi18g00956	VIT_18s0001g12400
Vitvi18g00957	VIT_18s0001g12420
Vitvi18g00958	VIT_18s0001g12430
Vitvi18g00959	VIT_18s0001g12460
Vitvi18g00960	VIT_18s0001g12470
Vitvi18g00961	VIT_18s0001g12480
Vitvi18g00962	VIT_18s0001g12490
Vitvi18g00963	VIT_18s0001g12500
Vitvi18g00964	VIT_18s0001g12510
Vitvi18g00966	VIT_18s0001g12520
Vitvi18g00967	VIT_18s0001g12530
Vitvi18g00968	VIT_18s0001g12540
Vitvi18g00969	VIT_18s0001g12550
Vitvi18g00970	VIT_18s0001g12560
Vitvi18g00972	VIT_18s0001g12580
Vitvi18g00973	VIT_18s0001g12610
Vitvi18g00974	VIT_18s0001g12620
Vitvi18g00975	VIT_18s0001g12630
Vitvi18g00976	VIT_18s0001g12660
Vitvi18g00977	VIT_18s0001g12670
Vitvi18g00979	VIT_18s0001g12690
Vitvi18g00980	VIT_18s0001g12720
Vitvi18g00981	VIT_18s0001g12730
Vitvi18g00982	VIT_18s0001g12760
Vitvi18g00983	VIT_18s0001g12770
Vitvi18g00986	VIT_18s0001g12780
Vitvi18g00988	VIT_18s0001g12800
Vitvi18g00989	VIT_18s0001g12810
Vitvi18g00990	VIT_18s0001g12820
Vitvi18g00991	VIT_18s0001g12830
Vitvi18g00992	VIT_18s0001g12860
Vitvi18g00993	VIT_18s0001g12870
Vitvi18g00994	VIT_18s0001g12910
Vitvi18g00995	VIT_18s0001g12930
Vitvi18g00996	VIT_18s0001g12940
Vitvi18g00997	VIT_18s0001g12950
Vitvi18g00998	VIT_18s0001g12960
Vitvi18g00999	VIT_18s0001g12970
Vitvi18g01000	VIT_18s0001g12980
Vitvi18g01001	VIT_18s0001g12990
Vitvi18g01002	VIT_18s0001g13000
Vitvi18g01004	VIT_18s0001g13010
Vitvi18g01005	VIT_18s0001g13040
Vitvi18g01006	VIT_18s0001g13050
Vitvi18g01008	VIT_18s0001g13070
Vitvi18g01010	VIT_18s0001g13080
Vitvi18g01012	VIT_18s0001g13090
Vitvi18g01013	VIT_18s0001g13100
Vitvi18g01014	VIT_18s0001g13110
Vitvi18g01015	VIT_18s0001g13120
Vitvi18g01016	VIT_18s0001g13150
Vitvi18g01019	VIT_18s0001g13200
Vitvi18g01020	VIT_18s0001g13220
Vitvi18g01022	VIT_18s0001g13230
Vitvi18g01023	VIT_18s0001g13260
Vitvi18g01024	VIT_18s0001g13270
Vitvi18g01025	VIT_18s0001g13280
Vitvi18g01027	VIT_18s0001g13290
Vitvi18g01028	VIT_18s0001g13310
Vitvi18g01029	VIT_18s0001g13320
Vitvi18g01034	VIT_18s0001g13360
Vitvi18g01035	VIT_18s0001g13370
Vitvi18g01036	VIT_18s0001g13380
Vitvi18g01037	VIT_18s0001g13390
Vitvi18g01038	VIT_18s0001g13410
Vitvi18g01041	VIT_18s0001g13420
Vitvi18g01042	VIT_18s0001g13430
Vitvi18g01043	VIT_18s0001g13450
Vitvi18g01044	VIT_18s0001g13460
Vitvi18g01045	VIT_18s0001g13500
Vitvi18g01047	VIT_18s0001g13510
Vitvi18g01048	VIT_18s0001g13520
Vitvi18g01049	VIT_18s0001g13530
Vitvi18g01050	VIT_18s0001g13550
Vitvi18g01051	VIT_18s0001g13560
Vitvi18g01052	VIT_18s0001g13570
Vitvi18g01055	VIT_18s0001g13580
Vitvi18g01056	VIT_18s0001g13590
Vitvi18g01057	VIT_18s0001g13610
Vitvi18g01058	VIT_18s0001g13630
Vitvi18g01061	VIT_18s0001g13660
Vitvi18g01063	VIT_18s0001g13670
Vitvi18g01065	VIT_18s0001g13690
Vitvi18g01067	VIT_18s0001g13730
Vitvi18g01068	VIT_18s0001g13740
Vitvi18g01069	VIT_18s0001g13750
Vitvi18g01070	VIT_18s0001g13760
Vitvi18g01072	VIT_18s0001g13770
Vitvi18g01073	VIT_18s0001g13790
Vitvi18g01078	VIT_18s0001g13830
Vitvi18g01079	VIT_18s0001g13850
Vitvi18g01080	VIT_18s0001g13870
Vitvi18g01081	VIT_18s0001g13880
Vitvi18g01082	VIT_18s0001g13890
Vitvi18g01083	VIT_18s0001g13900
Vitvi18g01084	VIT_18s0001g13910
Vitvi18g01085	VIT_18s0001g13920
Vitvi18g01086	VIT_18s0001g13930
Vitvi18g01088	VIT_18s0001g13940
Vitvi18g01090	VIT_18s0001g13950
Vitvi18g01091	VIT_18s0001g13960
Vitvi18g01092	VIT_18s0001g13970
Vitvi18g01093	VIT_18s0001g13980
Vitvi18g01094	VIT_18s0001g14000
Vitvi18g01095	VIT_18s0001g14010
Vitvi18g01096	VIT_18s0001g14020
Vitvi18g01097	VIT_18s0001g14030
Vitvi18g01098	VIT_18s0001g14040
Vitvi18g01101	VIT_18s0001g14060
Vitvi18g01102	VIT_18s0001g14070
Vitvi18g01103	VIT_18s0001g14080
Vitvi18g01104	VIT_18s0001g14090
Vitvi18g01105	VIT_18s0001g14100
Vitvi18g01106	VIT_18s0001g14110
Vitvi18g01107	VIT_18s0001g14120
Vitvi18g01109	VIT_18s0001g14130
Vitvi18g01110	VIT_18s0001g14170
Vitvi18g01111	VIT_18s0001g14180
Vitvi18g01114	VIT_18s0001g14230
Vitvi18g01115	VIT_18s0001g14250
Vitvi18g01116	VIT_18s0001g14280
Vitvi18g01117	VIT_18s0001g14290
Vitvi18g01119	VIT_18s0001g14310
Vitvi18g01120	VIT_18s0001g14360
Vitvi18g01122	VIT_18s0001g14380
Vitvi18g01123	VIT_18s0001g14390
Vitvi18g01126	VIT_18s0001g14410
Vitvi18g01129	VIT_18s0001g14440
Vitvi18g01130	VIT_18s0001g14450
Vitvi18g01131	VIT_18s0001g14480
Vitvi18g01132	VIT_18s0001g14490
Vitvi18g01133	VIT_18s0001g14500
Vitvi18g01134	VIT_18s0001g14510
Vitvi18g01135	VIT_18s0001g14520
Vitvi18g01136	VIT_18s0001g14530
Vitvi18g01137	VIT_18s0001g14540
Vitvi18g01139	VIT_18s0001g14550
Vitvi18g01142	VIT_18s0001g14580
Vitvi18g01144	VIT_18s0001g14610
Vitvi18g01146	VIT_18s0001g14620
Vitvi18g01147	VIT_18s0001g14630
Vitvi18g01148	VIT_18s0001g14660
Vitvi18g01149	VIT_18s0001g14670
Vitvi18g01150	VIT_18s0001g14680
Vitvi18g01152	VIT_18s0001g14690
Vitvi18g01153	VIT_18s0001g14710
Vitvi18g01155	VIT_18s0001g14730
Vitvi18g01156	VIT_18s0001g14740
Vitvi18g01157	VIT_18s0001g14750
Vitvi18g01159	VIT_18s0001g14840
Vitvi18g01160	VIT_18s0001g14850
Vitvi18g01161	VIT_18s0001g14860
Vitvi18g01162	VIT_18s0001g14870
Vitvi18g01163	VIT_18s0001g14880
Vitvi18g01165	VIT_18s0001g14890
Vitvi18g01166	VIT_18s0001g14900
Vitvi18g01167	VIT_18s0001g14910
Vitvi18g01168	VIT_18s0001g14920
Vitvi18g01169	VIT_18s0001g14930
Vitvi18g01170	VIT_18s0001g14940
Vitvi18g01171	VIT_18s0001g14950
Vitvi18g01172	VIT_18s0001g14960
Vitvi18g01173	VIT_18s0001g14970
Vitvi18g01174	VIT_18s0001g14980
Vitvi18g01175	VIT_18s0001g14990
Vitvi18g01177	VIT_18s0001g15000
Vitvi18g01180	VIT_18s0001g15010
Vitvi18g01181	VIT_18s0001g15020
Vitvi18g01183	VIT_18s0001g15050
Vitvi18g01184	VIT_18s0001g15060
Vitvi18g01187	VIT_18s0001g15090
Vitvi18g01188	VIT_18s0001g15100
Vitvi18g01190	VIT_18s0001g15110
Vitvi18g01196	VIT_18s0001g15160
Vitvi18g01200	VIT_18s0001g15190
Vitvi18g01202	VIT_18s0001g15220
Vitvi18g01203	VIT_18s0001g15230
Vitvi18g01205	VIT_18s0001g15240
Vitvi18g01209	VIT_18s0001g15260
Vitvi18g01210	VIT_18s0001g15270
Vitvi18g01211	VIT_18s0001g15280
Vitvi18g01212	VIT_18s0001g15290
Vitvi18g01213	VIT_18s0001g15310
Vitvi18g01214	VIT_18s0001g15320
